swab_id,sex,capture_mark_recapture
3637,male,NA
.,male,NA
3638,male,NA
3639,male,NA
3640,male,NA
3641,male,NA
3642,male,NA
3643,female,NA
3644,male,NA
3645,male,NA
3646,male,NA
3647,male,NA
3648,male,NA
3649,female,NA
3650,male,NA
3651,male,NA
3652,male,NA
3653,male,NA
3654,male,NA
3655,male,NA
3656,male,NA
3657,male,NA
3658,male,NA
3659,male,NA
3660,male,NA
3661,male,NA
3662,male,NA
3663,male,NA
3664,male,NA
3665,male,NA
3666,male,NA
3667,male,NA
3668,male,NA
3669,male,NA
3670,male,NA
3671,male,NA
3672,male,NA
3673,female,NA
3674,male,NA
3675,male,NA
3676,male,NA
3677,male,NA
3678,male,NA
3679,male,NA
3680,male,NA
3681,male,NA
3682,male,NA
3683,male,NA
3684,male,NA
3685,female,NA
3686,male,NA
3687,male,NA
3688,male,NA
3689,male,NA
3690,male,NA
3691,male,NA
3692,male,NA
3693,male,NA
3694,male,NA
3695,male,NA
3696,male,NA
3697,male,NA
3698,male,NA
3699,male,NA
3700,male,NA
3701,female,NA
3702,male,NA
3703,male,NA
3704,male,NA
3705,male,NA
3706,male,NA
3707,male,NA
3708,male,NA
3709,male,NA
3710,male,NA
3711,male,NA
3712,male,NA
3713,male,NA
3714,male,NA
3715,male,NA
3716,male,NA
3717,male,NA
3718,male,NA
3719,male,NA
3720,male,NA
3721,male,NA
3722,male,NA
3723,male,NA
3724,male,NA
3725,male,NA
3726,male,NA
3727,male,NA
3728,male,NA
3729,male,NA
3730,male,NA
3731,male,NA
3732,male,NA
3733,male,NA
3734,male,NA
3735,male,NA
3736,male,NA
3737,male,NA
3738,male,NA
3739,male,NA
3740,male,NA
3741,male,NA
3742,male,NA
3744,male,NA
3745,female,NA
3746,male,NA
3747,male,NA
3748,male,NA
3749,male,NA
3750,male,NA
3751,male,NA
3752,male,NA
3753,male,11
3754,male,10
3755,male,09
3756,male,NA
3757,male,NA
3758,male,NA
3759,male,NA
3760,male,NA
3761,male,NA
3762,male,NA
3763,male,NA
3764,male,NA
3765,male,NA
3766,male,NA
3767,male,NA
3768,male,NA
3769,male,NA
3770,male,NA
3771,male,NA
3772,male,NA
3773,male,NA
3774,male,NA
3775,male,NA
3776,male,NA
3777,male,NA
3778,male,NA
3779,male,NA
3780,male,NA
3781,male,NA
3782,male,NA
3783,male,NA
3784,male,NA
3785,male,NA
3786,male,NA
3787,male,NA
3788,male,NA
3789,male,NA
3790,male,NA
3791,male,NA
3792,male,NA
3793,male,NA
3794,male,NA
3795,male,NA
3796,male,NA
3797,male,NA
3798,female,NA
3799,male,NA
3800,male,NA
3801,male,NA
3802,male,NA
3803,male,NA
3804,male,NA
3805,male,NA
3806,male,NA
.,male,NA
3807,male,NA
3808,male,NA
3809,male,NA
3810,male,NA
3811,female,NA
3812,male,NA
3813,male,NA
3814,male,NA
3815,male,NA
3816,male,NA
3817,male,NA
3818,male,NA
3819,male,NA
3820,male,NA
3821,male,10
3822,male,NA
3823,male,NA
3824,female,NA
3825,male,NA
3826,female,NA
3828,male,NA
3829,male,NA
3830,male,NA
3831,male,NA
3832,male,NA
3833,male,NA
3834,male,NA
3835,male,NA
3836,male,NA
3837,male,NA
3838,male,NA
3839,male,NA
3840,male,NA
3841,male,NA
3842,male,NA
3843,male,NA
3844,male,NA
3845,male,NA
3846,male,NA
3847,male,NA
3848,male,NA
3849,male,NA
3850,male,NA
3851,male,NA
3852,male,NA
3853,male,NA
3854,male,NA
3855,male,NA
3856,male,NA
3857,male,NA
3858,male,NA
3859,male,NA
3860,male,NA
3861,male,NA
3862,male,NA
3863,male,NA
3864,male,NA
3865,female,NA
3866,male,NA
3867,male,NA
3868,male,NA
3869,female,NA
3870,male,NA
3871,male,NA
3872,male,NA
3873,male,NA
3874,male,NA
3875,female,NA
3876,male,NA
3877,male,NA
3878,male,NA
3879,male,NA
3880,male,NA
3881,male,NA
3882,male,NA
3883,male,NA
3884,male,NA
3885,male,NA
3886,male,NA
3887,male,NA
3888,male,NA
3889,male,NA
3890,male,NA
3891,male,NA
3892,male,NA
3893,male,NA
3894,male,NA
3895,male,NA
3896,male,NA
3897,male,NA
3898,male,NA
3899,male,NA
3900,male,NA
3901,male,NA
3902,male,NA
3903,male,NA
3904,male,NA
3905,male,NA
3906,male,NA
3907,male,NA
3908,male,NA
3909,female,NA
3910,male,NA
3911,female,NA
3912,female,NA
3913,male,NA
