swab_id,sex,capture_mark_recapture
965,male,NA
966,male,NA
967,male,NA
968,male,NA
969,male,NA
970,male,NA
971,male,NA
972,male,NA
973,male,NA
974,male,NA
975,male,05
976,male,NA
977,female,NA
978,male,NA
979,male,NA
980,male,NA
981,male,NA
982,male,NA
983,male,NA
984,male,NA
985,male,NA
986,male,NA
987,female,NA
988,male,NA
989,male,NA
990,male,NA
991,male,NA
992,male,NA
993,male,NA
994,male,NA
995,male,NA
996,male,NA
997,male,NA
998,male,NA
999,male,NA
1000,male,NA
1001,male,NA
1002,male,NA
1003,male,NA
1004,male,NA
1005,male,NA
1006,male,NA
1007,male,NA
1008,male,NA
1009,male,NA
1010,male,NA
1011,male,NA
1012,male,NA
1013,male,NA
1014,male,NA
1015,male,NA
1016,male,NA
1017,male,NA
1018,male,NA
1019,male,NA
1020,male,NA
1021,female,NA
1022,male,NA
1023,male,NA
1024,male,NA
1025,male,NA
1026,male,NA
1027,male,NA
1028,male,05
1029,male,NA
1030,male,NA
1031,male,NA
1032,male,NA
1033,male,NA
1034,male,NA
1035,male,NA
1036,male,NA
1037,male,NA
1038,male,NA
1039,male,NA
1040,male,NA
1041,male,NA
1042,male,NA
1043,male,NA
1044,male,NA
1045,male,NA
1046,male,NA
1047,male,NA
1048,male,NA
1049,male,NA
1050,male,NA
1051,male,NA
1052,male,NA
1053,male,NA
1054,male,NA
1055,male,NA
1056,male,NA
1057,male,NA
1058,male,NA
1059,male,NA
1060,male,NA
1061,male,NA
1062,male,NA
1063,male,NA
1064,male,NA
1065,male,NA
1066,male,NA
1067,female,NA
1068,male,NA
1069,male,NA
1070,male,NA
1071,male,NA
1072,male,NA
1073,male,NA
1074,male,NA
1075,male,NA
1076,male,NA
1077,female,NA
1078,male,NA
1079,male,NA
1080,male,NA
1081,male,NA
1082,male,NA
1083,male,NA
1084,male,NA
1085,male,NA
1086,male,NA
1087,female,NA
1088,male,NA
1089,male,NA
1090,male,NA
1091,male,NA
1092,male,NA
1093,male,NA
1094,male,NA
1095,female,NA
1096,male,NA
1097,male,NA
1098,male,NA
1099,female,NA
1100,male,NA
1101,male,NA
1102,male,NA
1103,male,NA
1104,male,NA
1105,male,NA
1106,male,NA
1107,male,NA
1108,male,NA
1109,male,NA
1110,male,NA
1111,male,NA
1112,male,NA
1113,male,NA
1114,male,NA
1115,male,NA
1116,male,NA
1117,male,NA
1118,male,NA
1119,female,NA
1120,male,NA
1121,female,NA
1122,male,NA
1123,male,NA
1124,male,NA
1125,male,NA
1126,male,NA
1127,female,NA
1128,male,NA
1129,male,NA
1130,male,05
1131,male,NA
1132,male,NA
1133,male,NA
1134,female,NA
1135,male,NA
1136,male,NA
1137,male,NA
1138,male,NA
1139,male,NA
1140,male,NA
1141,male,NA
1142,male,NA
1143,male,NA
1144,male,NA
1145,male,NA
1146,male,NA
1147,male,NA
1148,male,NA
1149,male,NA
1150,male,NA
1151,male,NA
1152,male,NA
1154,male,NA
1155,male,NA
1156,female,NA
1157,female,NA
1158,male,NA
1159,male,NA
1160,male,NA
1161,male,NA
1162,male,05
1163,male,NA
1164,male,NA
1165,male,NA
1166,female,NA
1167,male,NA
1168,male,NA
1169,male,NA
1170,male,NA
1171,male,NA
1172,male,NA
1173,male,NA
1174,male,NA
1175,female,NA
1176,male,NA
1177,male,NA
1178,male,NA
1179,male,NA
1180,male,NA
1181,male,NA
1182,male,NA
1183,male,05
1184,male,NA
1185,male,NA
1186,male,NA
1187,male,NA
1188,male,NA
1189,male,NA
1190,male,NA
1191,female,NA
1192,male,NA
1193,male,NA
1194,male,NA
1195,male,NA
1196,male,NA
1197,male,NA
1198,male,NA
1199,male,NA
1200,male,NA
1201,male,NA
1202,male,NA
1203,male,NA
1204,male,NA
1205,male,NA
1206,male,NA
1207,male,NA
1208,female,NA
1209,male,NA
1210,male,NA
1211,female,NA
1212,female,NA
1213,male,NA
1214,male,NA
1215,male,NA
1216,male,NA
1217,male,NA
1218,male,NA
1219,male,NA
1220,male,NA
1221,male,NA
1222,male,NA
1223,male,NA
1224,male,NA
1225,male,05
1226,female,NA
1227,male,NA
1228,male,NA
1229,male,NA
1230,male,NA
1231,male,NA
1232,male,NA
1233,male,NA
1234,male,NA
1235,male,NA
1236,male,NA
1237,male,NA
1238,male,NA
1239,male,NA
1240,male,NA
1241,male,NA
1242,male,NA
1243,male,NA
1244,male,NA
1245,male,NA
1246,female,NA
1247,male,NA
1248,male,NA
1249,male,NA
1250,male,NA
1251,male,NA
1252,male,NA
1253,male,NA
1254,male,NA
1255,male,NA
1256,male,NA
1257,male,NA
1258,male,NA
1259,male,NA
1260,male,NA
1261,male,NA
1262,male,NA
1263,male,NA
1264,male,NA
1265,male,NA
1266,male,NA
1267,male,NA
1268,male,NA
1269,male,NA
1270,male,NA
1271,male,NA
1272,male,NA
1273,male,NA
1274,male,NA
1275,male,NA
1276,male,NA
1277,male,NA
.,male,NA
1278,male,NA
1279,male,NA
1280,male,NA
1281,female,NA
1282,male,NA
1283,male,NA
1284,male,NA
1285,male,NA
1286,male,NA
1287,male,NA
1288,male,NA
1289,male,NA
1290,male,NA
1291,male,NA
1292,male,NA
1293,male,NA
1294,male,NA
1295,male,NA
1296,male,NA
1297,male,NA
1298,male,NA
1299,male,NA
1300,male,NA
1301,male,NA
1302,male,NA
1303,male,NA
1304,male,NA
1305,male,NA
1306,male,NA
1307,male,NA
1308,male,NA
1309,male,NA
1310,male,NA
1311,male,NA
1312,male,NA
1313,male,NA
1314,male,NA
1315,male,NA
1316,male,NA
1317,male,NA
1318,male,NA
1319,male,NA
1320,male,NA
1321,male,NA
1322,male,NA
1323,male,NA
1324,male,NA
1325,male,NA
1326,male,NA
1327,male,NA
1328,male,NA
1329,male,NA
1330,male,NA
1331,male,NA
1332,male,NA
1333,male,NA
1334,male,NA
1335,male,NA
1336,male,NA
1337,male,NA
1338,male,NA
1339,male,NA
1340,male,NA
1341,male,NA
1342,male,NA
1343,male,NA
1344,male,NA
1345,male,NA
1346,male,NA
1347,male,NA
1348,male,NA
1349,male,NA
1350,male,05
1351,female,NA
1352,male,NA
1353,male,NA
1354,male,NA
1355,male,NA
1356,male,NA
1357,female,NA
1358,male,NA
1359,male,NA
1360,female,NA
1361,male,NA
1362,male,NA
1363,male,NA
1364,male,NA
1365,male,NA
1366,male,NA
1367,male,NA
1368,male,NA
1369,male,NA
1370,male,NA
1371,male,NA
1372,female,NA
1373,female,NA
1374,male,NA
1375,male,NA
1376,male,NA
1377,female,NA
1378,male,NA
1379,female,NA
1380,male,NA
1381,male,NA
1382,male,NA
1383,male,NA
1384,male,NA
1385,male,NA
1386,male,NA
1387,male,NA
1388,male,NA
1389,male,NA
1390,female,NA
1391,male,NA
1392,male,NA
1393,female,NA
1394,male,NA
1395,male,NA
1396,male,NA
1397,male,NA
1398,male,NA
1399,male,NA
1400,male,NA
1401,male,NA
1402,male,NA
1403,male,NA
1404,male,NA
1405,male,NA
1406,male,NA
1407,male,NA
1408,male,NA
1409,male,NA
1410,female,NA
1411,male,NA
1412,female,NA
1413,female,05
1414,female,NA
1415,male,NA
1416,male,NA
1417,male,NA
1418,male,NA
1419,male,NA
1420,female,NA
1421,male,NA
1422,male,NA
1423,male,NA
1424,male,NA
1425,male,NA
1426,male,NA
1427,male,NA
1428,male,NA
1429,male,NA
1430,male,NA
1431,male,NA
1432,male,NA
1433,male,NA
1434,male,NA
1435,female,NA
1436,female,NA
1437,male,NA
1438,male,NA
1439,male,NA
1440,male,NA
1441,male,NA
1442,male,NA
1443,male,NA
1444,male,NA
1445,male,NA
1446,male,NA
1447,male,NA
1448,male,NA
1449,male,NA
1450,male,NA
1451,male,NA
1452,male,NA
1453,female,NA
1454,male,NA
1455,male,NA
1456,male,NA
1457,male,06
1458,male,NA
1459,male,NA
1460,male,NA
1461,male,NA
1462,male,NA
1463,male,NA
1464,male,NA
1465,male,NA
1466,male,NA
1467,male,NA
1468,male,NA
1469,male,NA
1470,male,NA
1471,male,NA
1472,male,NA
1473,male,NA
1474,female,NA
1475,male,NA
1476,male,NA
1477,male,NA
1478,male,NA
1479,male,NA
1480,female,NA
1481,female,NA
1482,male,NA
1483,male,NA
1484,male,NA
1485,male,NA
1486,male,NA
1487,male,NA
1488,female,NA
1489,male,NA
1490,male,NA
1491,male,NA
1492,male,NA
1493,male,NA
1494,male,NA
1495,male,NA
1496,male,NA
1497,male,NA
1498,male,NA
1499,male,NA
1500,male,NA
1501,male,NA
1502,male,NA
1503,male,NA
1504,male,NA
1505,male,NA
1506,male,NA
1507,male,NA
1508,male,NA
1509,male,NA
1510,male,NA
1511,male,NA
1512,male,NA
1513,male,NA
1514,male,NA
1515,male,NA
1516,male,NA
1517,male,NA
1518,male,NA
1519,male,NA
1520,male,NA
1521,male,NA
1522,male,NA
1523,male,NA
1524,male,NA
1525,male,NA
1526,male,NA
1527,male,NA
1528,male,NA
1529,male,NA
1530,male,NA
1531,female,NA
1532,male,NA
1533,male,NA
1534,male,NA
1535,male,NA
1536,male,NA
1537,male,NA
1538,male,NA
1539,male,NA
1540,male,NA
1541,male,NA
1542,male,NA
1543,male,NA
1544,male,NA
1545,male,NA
1546,male,NA
1547,male,NA
1548,male,NA
1549,male,NA
1550,male,NA
1551,male,NA
1552,male,NA
1553,male,NA
1554,male,NA
1555,male,NA
1556,male,NA
1557,male,NA
1558,male,NA
1559,male,06
1560,male,NA
1561,male,05
1562,male,NA
1563,female,NA
1564,male,NA
1565,male,NA
1566,male,NA
1567,male,NA
1568,male,NA
1569,male,NA
1570,male,NA
1571,male,NA
1572,male,NA
1573,male,NA
1574,male,NA
1575,female,NA
1576,male,NA
1577,male,NA
1578,male,NA
1579,male,NA
1580,male,NA
1581,female,NA
1582,male,NA
1583,male,NA
1584,male,NA
1585,male,NA
1586,male,NA
1587,male,NA
1588,male,NA
1589,male,NA
1590,male,NA
1591,male,NA
1592,male,NA
1593,male,NA
1594,male,NA
1595,male,NA
1596,male,NA
1597,male,NA
1598,female,NA
1599,male,NA
1600,male,NA
1601,male,NA
1602,male,NA
1603,male,NA
1604,male,NA
1605,male,NA
1606,male,NA
1607,male,NA
1608,male,NA
1609,male,NA
1610,male,NA
1611,male,NA
1612,male,NA
1613,male,NA
1614,male,NA
1615,male,NA
1616,male,NA
1617,male,NA
1618,male,NA
1619,male,NA
1620,male,NA
1621,male,NA
1622,male,NA
1623,male,NA
1624,male,NA
1625,male,NA
1626,male,NA
1627,male,NA
1628,male,NA
1629,male,NA
1630,male,NA
1631,male,NA
1632,male,06
1633,male,05 & 06
1634,male,NA
1635,male,NA
1636,male,NA
1637,male,NA
1638,male,NA
1639,male,NA
1640,male,NA
1641,male,NA
1642,male,NA
1643,male,NA
1644,male,NA
1645,male,NA
1646,male,NA
1647,male,NA
1648,male,NA
1649,male,NA
1650,male,NA
1651,male,NA
1652,male,NA
1653,male,NA
1654,male,NA
1655,male,NA
1656,male,NA
1658,male,NA
1659,male,NA
1660,male,NA
1661,male,NA
1662,male,NA
1663,male,NA
1664,male,NA
1665,male,NA
1666,male,NA
1667,male,NA
1668,male,NA
1669,male,NA
1670,male,NA
1672,male,NA
1673,male,NA
1674,male,NA
1675,male,NA
1676,male,NA
1677,male,NA
1678,male,NA
1679,male,NA
1680,male,05
1681,male,NA
1682,male,NA
1683,male,NA
1684,male,NA
1685,male,NA
1686,male,NA
1687,male,NA
1688,male,NA
1689,male,NA
1690,male,NA
1691,male,NA
1692,male,NA
1693,male,NA
1694,male,NA
1695,male,NA
1696,male,NA
1697,male,NA
1698,male,NA
1699,male,NA
1700,male,NA
1701,male,NA
1702,male,NA
1703,male,NA
1704,male,NA
1705,male,NA
1706,male,NA
1707,male,NA
1708,female,NA
1709,male,NA
1710,male,NA
1711,male,NA
1712,male,NA
1713,male,NA
1714,male,NA
1715,male,NA
1716,male,NA
1717,male,NA
1718,male,NA
1719,male,NA
1720,male,NA
1721,male,NA
1722,female,NA
1723,male,NA
1724,male,NA
1725,male,NA
1726,male,NA
1727,male,NA
1728,male,NA
1729,male,NA
1730,male,NA
1731,male,NA
1732,male,NA
1733,male,NA
1734,male,NA
1735,male,NA
1736,male,NA
1737,male,NA
1738,male,NA
1739,male,NA
1740,male,NA
1741,male,06
1742,male,NA
1743,male,NA
1744,male,NA
1745,male,NA
1746,male,NA
1747,male,NA
1748,male,NA
1749,male,NA
1750,male,NA
1751,male,NA
1752,male,NA
1753,male,NA
1754,male,NA
1755,male,NA
1756,male,NA
1757,male,NA
1758,male,NA
1759,male,NA
1760,male,NA
1761,male,NA
1762,male,NA
1763,male,NA
1764,male,NA
1765,male,NA
1766,male,NA
1767,male,NA
1768,male,NA
1769,male,NA
1770,female,NA
1771,male,NA
1772,female,NA
1773,male,NA
1774,female,NA
1775,male,NA
1776,male,NA
1777,male,NA
1778,male,NA
1779,male,NA
1780,male,NA
1781,male,NA
1782,male,NA
1783,male,NA
1784,male,NA
1785,male,NA
1786,male,NA
1787,male,NA
1788,male,NA
1789,male,NA
1790,male,NA
1791,male,NA
1792,male,NA
1793,male,NA
1794,male,NA
1795,male,NA
1796,male,NA
1797,male,NA
1798,male,NA
1799,male,NA
1800,male,NA
1801,male,NA
1802,male,NA
1803,male,NA
1804,male,NA
1805,male,NA
1806,male,NA
1807,male,NA
1808,male,NA
1809,male,NA
1810,male,NA
1811,male,NA
1812,male,NA
1813,male,NA
1814,male,NA
1815,male,NA
1816,male,NA
1817,male,NA
1818,male,NA
1819,male,NA
1820,male,NA
1821,male,NA
1822,male,NA
1823,male,NA
1824,male,NA
1825,male,06
1826,male,NA
1827,male,NA
1828,male,NA
1829,male,NA
1830,male,NA
1831,male,NA
1832,male,NA
1833,male,NA
1834,male,NA
1835,female,NA
1836,male,NA
1837,male,NA
1838,female,NA
1839,male,NA
1840,male,NA
1841,male,NA
1842,male,NA
1843,male,NA
1844,male,NA
1845,male,NA
1846,male,NA
1847,male,NA
1848,male,NA
1849,male,NA
1850,male,NA
1851,male,NA
1852,male,NA
1853,male,NA
1854,male,NA
1855,male,NA
1856,male,NA
1857,male,NA
1858,male,NA
1859,male,NA
1860,male,NA
1861,male,NA
